indicado,senador,tema,pagina,codigo,macrocategoria,categoria
Cristiano Zanin,Soraya Thronicke (União),Atuação no CNJ na defesa dos advogados,69,15,Organização e funcionamento do Judiciário,"Controle do Judiciário (CNJ, CNMP e controle externo)"
Cristiano Zanin,Soraya Thronicke (União),Obrigação de magistrados atenderem aos advogados,69,53,Outros ramos do Direito (não penal),Direito administrativo e gestão pública
Cristiano Zanin,Omar Aziz (PSD),Fez a defesa de ministros do STF,71,39,Jurisdição constitucional e separação de poderes,Estado democrático de direito
Flávio Dino,Rogério Marinho (PL),Posicionamento divergente do indicado sobre 8 de janeiro e sobre depredação em 2017 da Esplanada dos Ministérios,18,39,Jurisdição constitucional e separação de poderes,Estado democrático de direito
Flávio Dino,Rogério Marinho (PL),"Inquérito das fake news aberto, em prejuízo do princípio da inércia, e posicionamento do indicado sobre a matéria",18,41,Casos e eventos específicos,Inquérito das fake news
Flávio Dino,Rogério Marinho (PL),Isenção no julgamento de Bolsonaro ou dos que possuem afinidade com o bolsonarismo,19,7,Perfil e conduta do indicado,"Impedimento, suspeição e isenção do indicado"
Flávio Dino,Rogério Marinho (PL),Falta de cordialidade ao recusar-se ir ao Congresso temendo pela integridade física enquanto foi na favela da Maré,19,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Flávio Dino,Rogério Marinho (PL),A interferência de ministros em outros poderes,19,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Flávio Dino,Rogério Marinho (PL),Isenção no julgamento de Bolsonaro ou dos que possuem afinidade com o bolsonarismo (repetição),28,7,Perfil e conduta do indicado,"Impedimento, suspeição e isenção do indicado"
Flávio Dino,Esperidião Amin (PP),"CPMI do dia 8 de janeiro, mensagens da ABIN, câmeras e inércia da Força Nacional",25,39,Jurisdição constitucional e separação de poderes,Estado democrático de direito
Flávio Dino,Fabiano Contarato (PT),Atuação do STF com relação à Justiça do Trabalho no contexto da flexibilização das leis trabalhistas,29,30,Outros ramos do Direito (não penal),Direito do trabalho
Flávio Dino,Jorge Seif (PL),Perseguição contra o bolsonarismo,35,39,Jurisdição constitucional e separação de poderes,Estado democrático de direito
Flávio Dino,Jorge Seif (PL),Inércia da Força Nacional no dia 8 de janeiro,36,39,Jurisdição constitucional e separação de poderes,Estado democrático de direito
Flávio Dino,Jorge Seif (PL),Liberdade de expressão,36,24,Direitos fundamentais e minorias,Liberdade de expressão e imprensa
Flávio Dino,Jorge Seif (PL),Existência de crime sobre fake news,36,41,Casos e eventos específicos,Inquérito das fake news
Flávio Dino,Jorge Seif (PL),Transformação de votos de ministros em votos secretos,36,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
Flávio Dino,Jorge Seif (PL),Lava Jato e condenação do Lula,36,42,Casos e eventos específicos,Operação Lava Jato
Flávio Dino,Jorge Seif (PL),Delação com sobrenome 'Cuba' na planilha da Odebrecht e reputação ilibada,37,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Flávio Dino,Jorge Seif (PL),Expedição de ordem para a PM monitorar opositores enquanto governador do Maranhão,37,5,Perfil e conduta do indicado,Trajetória profissional e pessoal do indicado
Flávio Dino,Jorge Seif (PL),Se Barroso violou artigo de impeachment ao declarar 'Nós derrotamos o bolsonarismo',37,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Flávio Dino,Jorge Seif (PL),Toffoli acertou ou não em cancelar as provas da Odebrecht,38,42,Casos e eventos específicos,Operação Lava Jato
Flávio Dino,Magno Malta (PL),"Se o indicado será militante de esquerda como sempre foi nas convicções, se aprovado",41,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Flávio Dino,Magno Malta (PL),Decisão monocrática,41,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Flávio Dino,Magno Malta (PL),O que o indicado pensa sobre Gilmar Mendes dizer que o Senado é pigmeu,43,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Flávio Dino,Magno Malta (PL),Qual o problema de um presidente reunir com embaixadores e falar mal da urna,43,25,Outros ramos do Direito (não penal),Direito eleitoral
Flávio Dino,Marcos do Val (Podemos),Dia 8 de janeiro e mensagens da Abin informando sobre os atos,46,39,Jurisdição constitucional e separação de poderes,Estado democrático de direito
Flávio Dino,Marcos do Val (Podemos),Inquérito da fake news,46,41,Casos e eventos específicos,Inquérito das fake news
Flávio Dino,Marcos do Val (Podemos),Lawfare e fishing expedition contra opositores,47,40,Casos e eventos específicos,Lawfare
Flávio Dino,Marcos do Val (Podemos),"Se, sendo comunista, irá seguir a cartilha de Lênin, a Constituição de Alexandre de Moraes ou a Constituição Federal",47,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Flávio Dino,Marcos do Val (Podemos),Se o inquérito das fakenews está pautado nos princípios constitucionais e devido processo legal,47,41,Casos e eventos específicos,Inquérito das fake news
Flávio Dino,Marcos do Val (Podemos),"Proibição de uso de redes sociais, entrevistas está pautado na Constituição?",47,24,Direitos fundamentais e minorias,Liberdade de expressão e imprensa
Flávio Dino,Márcio Bittar (União),"Desintrusão de áreas indígenas, posição de Kássio Nunes (cessar) ou Barroso (permanecer)",51,23,Direitos fundamentais e minorias,Terras indígenas e povos tradicionais
Flávio Dino,Márcio Bittar (União),Marco temporal e criação de reservas indígenas,52,23,Direitos fundamentais e minorias,Terras indígenas e povos tradicionais
Flávio Dino,Sérgio Moro (União),Atuação contra a criminalidade comum e organizada no Supremo,60,17,Direito penal e política criminal,Direito penal e processual penal
Flávio Dino,Sérgio Moro (União),Execução imediata de vereditos do Tribunal do Júri,61,17,Direito penal e política criminal,Direito penal e processual penal
Flávio Dino,Sérgio Moro (União),Suspensão de parte da Lei das Estatais e nomeação de cargos,61,53,Outros ramos do Direito (não penal),Direito administrativo e gestão pública
Flávio Dino,Sérgio Moro (União),Imunidade material para parlamentares,61,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Flávio Dino,Sérgio Moro (União),Se deixará de atuar nas redes sociais caso for aprovado,62,34,Organização e funcionamento do Judiciário,Manifestação pública de magistrados e decoro
Flávio Dino,Tereza Cristina (PP),Se usará o chapéu de magistrado ou de político no Supremo,68,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Flávio Dino,Tereza Cristina (PP),Emissão de decretos legislativos para sustar decisões do STF que extrapolem os limites constitucionais,68,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Flávio Dino,Tereza Cristina (PP),Imposição de limites às decisões monocráticas no STF e distorções,68,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Flávio Dino,Tereza Cristina (PP),Razoabilidade de vista de processos por 90 dias,68,14,Organização e funcionamento do Judiciário,Reforma do Judiciário e morosidade judicial
Flávio Dino,Tereza Cristina (PP),Descumprimento do Código Ambiental,69,27,Outros ramos do Direito (não penal),Direito agrário e ambiental
Flávio Dino,Izalci Lucas (PSDB),Manifestações do dia 8 de janeiro: disponibilização das imagens e comunicados da Abin e falhas de segurança do governo federal,70,39,Jurisdição constitucional e separação de poderes,Estado democrático de direito
Flávio Dino,Izalci Lucas (PSDB),Controle externo do TSE e confiabilidade nas urnas,71,25,Outros ramos do Direito (não penal),Direito eleitoral
Flávio Dino,Hamilton Mourão (Republicanos),"Se chamará o Congresso de pigmeus, caso uma PEC que altera a composição do STF seja aprovada",76,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Flávio Dino,Hamilton Mourão (Republicanos),Se permanece a ideia da PEC de 2009 ou se acredita que deve ser indicação presidencial?,77,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
Flávio Dino,Flávio Bolsonaro (PL),ADPF 635,79,17,Direito penal e política criminal,Direito penal e processual penal
Flávio Dino,Flávio Bolsonaro (PL),Controle de mídias sociais,80,24,Direitos fundamentais e minorias,Liberdade de expressão e imprensa
Flávio Dino,Flávio Bolsonaro (PL),Se a Polícia Federal virou uma polícia política?,81,17,Direito penal e política criminal,Direito penal e processual penal
Flávio Dino,Flávio Bolsonaro (PL),Qual será o Flávio Dino no STF,81,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Flávio Dino,Flávio Bolsonaro (PL),Como será o tratamento dado aos políticos,81,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Flávio Dino,Alessandro Vieira (MDB),CNJ e autocontenção do STF,85,15,Organização e funcionamento do Judiciário,"Controle do Judiciário (CNJ, CNMP e controle externo)"
Flávio Dino,Alessandro Vieira (MDB),Patrocínios por empresas a eventos jurídicos,85,34,Organização e funcionamento do Judiciário,Manifestação pública de magistrados e decoro
Flávio Dino,Dr. Hiran (PP),Regulamentação do art. 231,89,23,Direitos fundamentais e minorias,Terras indígenas e povos tradicionais
Flávio Dino,Dr. Hiran (PP),Posicionamento sobre o marco temporal,89,23,Direitos fundamentais e minorias,Terras indígenas e povos tradicionais
Flávio Dino,Jayme Campos (União),Marco temporal,91,23,Direitos fundamentais e minorias,Terras indígenas e povos tradicionais
Flávio Dino,Jayme Campos (União),Licenciamento ambiental e atuação do STF,91,27,Outros ramos do Direito (não penal),Direito agrário e ambiental
Flávio Dino,Mecias de Jesus (Republicanos),Interferência do Poder Executivo na autonomia dos Estados ao editar decretos que ampliam unidades de conservação e terras indígenas,92,32,Jurisdição constitucional e separação de poderes,Federalismo e autonomia dos entes federativos
Flávio Dino,Efraim Filho (União),Descriminalização do aborto e STF,94,21,Direitos fundamentais e minorias,Aborto
Flávio Dino,Efraim Filho (União),Descriminalização das drogas e STF,94,22,Direito penal e política criminal,Política criminal de drogas
Flávio Dino,Alan Rick (União),Supremo como órgão político,96,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Flávio Dino,Alan Rick (União),Como combaterá o ativismo judicial,96,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Flávio Dino,Alan Rick (União),Voto auditável e impresso,96,25,Outros ramos do Direito (não penal),Direito eleitoral
Flávio Dino,Alan Rick (União),Mandato fixo do STF,96,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
Flávio Dino,Alan Rick (União),Sigilo sob votos dos ministros,96,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
Flávio Dino,Alan Rick (União),Marco temporal,96,23,Direitos fundamentais e minorias,Terras indígenas e povos tradicionais
Flávio Dino,Alan Rick (União),Liberação das drogas,96,22,Direito penal e política criminal,Política criminal de drogas
Flávio Dino,Alan Rick (União),Flexibilização do aborto,96,21,Direitos fundamentais e minorias,Aborto
Flávio Dino,Teresa Leitão (PT),Regulamentação de plataformas de mídias sociais,99,51,Outros ramos do Direito (não penal),Regulamentação de plataformas digitais e inteligência artificial
Flávio Dino,Teresa Leitão (PT),Regulamentação da inteligência artificial,99,51,Outros ramos do Direito (não penal),Regulamentação de plataformas digitais e inteligência artificial
Flávio Dino,Eduardo Girão (Novo),O que esperar de um ministro comunista no Supremo?,100,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
